,tenant_id,property_id,property_type,room_type
979,92,48f9bd2d-3cbc-11ee-9b1d-1418c306ac06,HDB,WHOLE_UNIT
980,92,48f9bd2e-3cbc-11ee-805d-1418c306ac06,HDB,WHOLE_UNIT
981,92,48f9bd2f-3cbc-11ee-b4ef-1418c306ac06,LANDED,SINGLE
982,92,48f9e452-3cbc-11ee-b632-1418c306ac06,LANDED,SINGLE
983,92,48f9e453-3cbc-11ee-ba75-1418c306ac06,HDB,WHOLE_UNIT
984,92,48f9e454-3cbc-11ee-b85d-1418c306ac06,HDB,SINGLE
985,92,48f9e455-3cbc-11ee-8e9c-1418c306ac06,HDB,MASTER
986,92,48f9e456-3cbc-11ee-aa6c-1418c306ac06,HDB,WHOLE_UNIT
987,93,48f9e457-3cbc-11ee-8883-1418c306ac06,HDB,SINGLE
988,93,48f9e458-3cbc-11ee-be64-1418c306ac06,CONDOMINIUM,SINGLE
989,93,48f9e459-3cbc-11ee-9b0c-1418c306ac06,LANDED,MASTER
990,93,48f9e45a-3cbc-11ee-b979-1418c306ac06,LANDED,SINGLE
991,93,48f9e45b-3cbc-11ee-8af4-1418c306ac06,CONDOMINIUM,SINGLE
992,93,48f9e45c-3cbc-11ee-a274-1418c306ac06,LANDED,COMMON
993,93,48fa11f6-3cbc-11ee-bcb3-1418c306ac06,CONDOMINIUM,SINGLE
994,93,48fa11f7-3cbc-11ee-9d28-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
995,93,48fa11f8-3cbc-11ee-b013-1418c306ac06,LANDED,WHOLE_UNIT
996,93,48fa11f9-3cbc-11ee-b505-1418c306ac06,HDB,MASTER
997,93,48fa11fa-3cbc-11ee-a32c-1418c306ac06,HDB,SINGLE
998,93,48fa11fb-3cbc-11ee-8651-1418c306ac06,LANDED,COMMON
999,93,48fa11fc-3cbc-11ee-b972-1418c306ac06,HDB,SINGLE
1000,93,48fa11fd-3cbc-11ee-a84a-1418c306ac06,HDB,COMMON
1001,93,48fa11fe-3cbc-11ee-a2d4-1418c306ac06,LANDED,MASTER
1002,93,48fa11ff-3cbc-11ee-8b7e-1418c306ac06,HDB,COMMON
1003,93,48fa1200-3cbc-11ee-ae27-1418c306ac06,CONDOMINIUM,MASTER
1004,93,48fa1201-3cbc-11ee-8e6e-1418c306ac06,LANDED,SINGLE
1005,93,48fa1202-3cbc-11ee-8627-1418c306ac06,LANDED,SINGLE
1006,94,48fa1203-3cbc-11ee-8ca4-1418c306ac06,CONDOMINIUM,MASTER
1007,94,48fa1204-3cbc-11ee-a548-1418c306ac06,HDB,MASTER
1008,94,48fa1205-3cbc-11ee-b6d6-1418c306ac06,LANDED,SINGLE
1009,94,48fa390d-3cbc-11ee-b83f-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1010,94,48fa390e-3cbc-11ee-b129-1418c306ac06,HDB,COMMON
1011,94,48fa390f-3cbc-11ee-b93f-1418c306ac06,CONDOMINIUM,MASTER
1012,94,48fa3910-3cbc-11ee-b2c6-1418c306ac06,CONDOMINIUM,COMMON
1013,94,48fa3911-3cbc-11ee-82d5-1418c306ac06,LANDED,WHOLE_UNIT
1014,94,48fa3912-3cbc-11ee-a17e-1418c306ac06,HDB,WHOLE_UNIT
1015,95,48fa3913-3cbc-11ee-a00d-1418c306ac06,HDB,SINGLE
1016,95,48fa3914-3cbc-11ee-b4cb-1418c306ac06,CONDOMINIUM,SINGLE
1017,95,48fa3915-3cbc-11ee-860b-1418c306ac06,HDB,WHOLE_UNIT
1018,95,48fa3916-3cbc-11ee-b32c-1418c306ac06,HDB,WHOLE_UNIT
1019,96,48fa6026-3cbc-11ee-954b-1418c306ac06,CONDOMINIUM,SINGLE
1020,96,48fa6027-3cbc-11ee-85fe-1418c306ac06,LANDED,WHOLE_UNIT
1021,96,48fa755d-3cbc-11ee-bc00-1418c306ac06,LANDED,SINGLE
1022,96,48fa755e-3cbc-11ee-8df3-1418c306ac06,LANDED,SINGLE
1023,96,48fa755f-3cbc-11ee-b192-1418c306ac06,HDB,MASTER
1024,96,48fa7560-3cbc-11ee-a401-1418c306ac06,LANDED,WHOLE_UNIT
1025,96,48fa7561-3cbc-11ee-a3c4-1418c306ac06,HDB,WHOLE_UNIT
1026,96,48fa7562-3cbc-11ee-9a0e-1418c306ac06,CONDOMINIUM,SINGLE
1027,96,48fa7563-3cbc-11ee-9b58-1418c306ac06,HDB,MASTER
1028,96,48fa7564-3cbc-11ee-bf73-1418c306ac06,CONDOMINIUM,COMMON
1029,96,48fa7565-3cbc-11ee-83e7-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1030,96,48fa7566-3cbc-11ee-a34c-1418c306ac06,HDB,WHOLE_UNIT
1031,97,48fa7567-3cbc-11ee-8492-1418c306ac06,HDB,WHOLE_UNIT
1032,97,48fa7568-3cbc-11ee-94af-1418c306ac06,HDB,COMMON
1033,97,48fa7569-3cbc-11ee-b891-1418c306ac06,LANDED,WHOLE_UNIT
1034,98,48fa9cc0-3cbc-11ee-a4c9-1418c306ac06,CONDOMINIUM,SINGLE
1035,98,48fa9cc1-3cbc-11ee-8a36-1418c306ac06,HDB,SINGLE
1036,98,48fa9cc2-3cbc-11ee-be3e-1418c306ac06,LANDED,WHOLE_UNIT
1037,98,48fa9cc3-3cbc-11ee-9a1c-1418c306ac06,CONDOMINIUM,SINGLE
1038,98,48fa9cc4-3cbc-11ee-84ec-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1039,98,48fa9cc5-3cbc-11ee-ba11-1418c306ac06,HDB,COMMON
1040,98,48fa9cc6-3cbc-11ee-91b0-1418c306ac06,CONDOMINIUM,COMMON
1041,98,48fa9cc7-3cbc-11ee-8bec-1418c306ac06,LANDED,MASTER
1042,98,48fa9cc8-3cbc-11ee-a118-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1043,98,48fa9cc9-3cbc-11ee-9472-1418c306ac06,HDB,WHOLE_UNIT
1044,98,48fa9cca-3cbc-11ee-977e-1418c306ac06,HDB,WHOLE_UNIT
1045,99,48fac3de-3cbc-11ee-a6eb-1418c306ac06,HDB,MASTER
1046,99,48fac3df-3cbc-11ee-b7a4-1418c306ac06,HDB,MASTER
1047,99,48fac3e0-3cbc-11ee-9f56-1418c306ac06,LANDED,WHOLE_UNIT
1048,99,48fac3e1-3cbc-11ee-ad15-1418c306ac06,HDB,SINGLE
1049,99,48fac3e2-3cbc-11ee-95a6-1418c306ac06,LANDED,SINGLE
1050,99,48fac3e3-3cbc-11ee-8254-1418c306ac06,LANDED,SINGLE
1051,99,48fac3e4-3cbc-11ee-a718-1418c306ac06,HDB,COMMON
1052,99,48fac3e5-3cbc-11ee-ac6d-1418c306ac06,CONDOMINIUM,SINGLE
1053,99,48fac3e6-3cbc-11ee-9f28-1418c306ac06,HDB,SINGLE
1054,99,48fac3e7-3cbc-11ee-81f1-1418c306ac06,HDB,MASTER
1055,99,48fac3e8-3cbc-11ee-b92e-1418c306ac06,LANDED,SINGLE
1056,100,48faeaf4-3cbc-11ee-a579-1418c306ac06,LANDED,COMMON
1057,100,48faeaf5-3cbc-11ee-8043-1418c306ac06,CONDOMINIUM,SINGLE
1058,100,48faeaf6-3cbc-11ee-bea9-1418c306ac06,CONDOMINIUM,MASTER
1059,100,48faeaf7-3cbc-11ee-bec0-1418c306ac06,LANDED,MASTER
1060,100,48faeaf8-3cbc-11ee-8577-1418c306ac06,CONDOMINIUM,COMMON
1061,100,48faeaf9-3cbc-11ee-92ca-1418c306ac06,LANDED,WHOLE_UNIT
1062,100,48faeafa-3cbc-11ee-8dac-1418c306ac06,LANDED,MASTER
1063,100,48faeafb-3cbc-11ee-ad1d-1418c306ac06,HDB,SINGLE
1064,100,48faeafc-3cbc-11ee-8ef0-1418c306ac06,CONDOMINIUM,MASTER
1065,100,48faeafd-3cbc-11ee-9430-1418c306ac06,HDB,COMMON
1066,101,48fb120c-3cbc-11ee-90a2-1418c306ac06,LANDED,SINGLE
1067,101,48fb120d-3cbc-11ee-ab64-1418c306ac06,LANDED,MASTER
1068,101,48fb120e-3cbc-11ee-8378-1418c306ac06,LANDED,SINGLE
1069,101,48fb120f-3cbc-11ee-a423-1418c306ac06,CONDOMINIUM,MASTER
1070,101,48fb1210-3cbc-11ee-8618-1418c306ac06,LANDED,MASTER
1071,101,48fb1211-3cbc-11ee-a9e5-1418c306ac06,HDB,SINGLE
1072,101,48fb1212-3cbc-11ee-bf83-1418c306ac06,LANDED,COMMON
1073,101,48fb1213-3cbc-11ee-9be6-1418c306ac06,LANDED,MASTER
1074,101,48fb1214-3cbc-11ee-8a7a-1418c306ac06,CONDOMINIUM,COMMON
1075,101,48fb1215-3cbc-11ee-bf56-1418c306ac06,CONDOMINIUM,COMMON
1076,102,48fb1216-3cbc-11ee-b653-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1077,102,48fb1217-3cbc-11ee-8a30-1418c306ac06,LANDED,WHOLE_UNIT
1078,102,48fb1218-3cbc-11ee-bad0-1418c306ac06,HDB,MASTER
1079,102,48fb1219-3cbc-11ee-bf82-1418c306ac06,HDB,SINGLE
1080,102,48fb121a-3cbc-11ee-b7c7-1418c306ac06,LANDED,SINGLE
1081,102,48fb121b-3cbc-11ee-9879-1418c306ac06,HDB,COMMON
1082,102,48fb121c-3cbc-11ee-b1ec-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1083,102,48fb121d-3cbc-11ee-81c9-1418c306ac06,HDB,MASTER
1084,102,48fb121e-3cbc-11ee-8d28-1418c306ac06,CONDOMINIUM,SINGLE
1085,102,48fb121f-3cbc-11ee-807b-1418c306ac06,LANDED,WHOLE_UNIT
1086,102,48fb1220-3cbc-11ee-af0f-1418c306ac06,CONDOMINIUM,MASTER
1087,103,48fb4cca-3cbc-11ee-8b4a-1418c306ac06,HDB,WHOLE_UNIT
1088,103,48fb4ccb-3cbc-11ee-b49a-1418c306ac06,CONDOMINIUM,COMMON
1089,103,48fb4ccc-3cbc-11ee-8e24-1418c306ac06,CONDOMINIUM,MASTER
1090,103,48fb4ccd-3cbc-11ee-bbf2-1418c306ac06,CONDOMINIUM,MASTER
1091,103,48fb60d6-3cbc-11ee-91a1-1418c306ac06,HDB,SINGLE
1092,103,48fb60d7-3cbc-11ee-ac33-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1093,103,48fb60d8-3cbc-11ee-bddc-1418c306ac06,HDB,COMMON
1094,103,48fb60d9-3cbc-11ee-831a-1418c306ac06,CONDOMINIUM,COMMON
1095,103,48fb60da-3cbc-11ee-9fa5-1418c306ac06,LANDED,WHOLE_UNIT
1096,103,48fb60db-3cbc-11ee-9776-1418c306ac06,HDB,MASTER
1097,103,48fb60dc-3cbc-11ee-91d7-1418c306ac06,CONDOMINIUM,SINGLE
1098,103,48fb60dd-3cbc-11ee-84c0-1418c306ac06,CONDOMINIUM,COMMON
1099,103,48fb60de-3cbc-11ee-aeb5-1418c306ac06,HDB,WHOLE_UNIT
1100,103,48fb60df-3cbc-11ee-97ec-1418c306ac06,LANDED,SINGLE
1101,103,48fb60e0-3cbc-11ee-9603-1418c306ac06,LANDED,COMMON
1102,103,48fb60e1-3cbc-11ee-8307-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1103,103,48fb60e2-3cbc-11ee-86b9-1418c306ac06,LANDED,MASTER
1104,103,48fb60e3-3cbc-11ee-9a0c-1418c306ac06,HDB,COMMON
1105,104,48fb60e4-3cbc-11ee-b48a-1418c306ac06,CONDOMINIUM,MASTER
1106,104,48fb60e5-3cbc-11ee-b015-1418c306ac06,CONDOMINIUM,COMMON
1107,104,48fb60e6-3cbc-11ee-8e5a-1418c306ac06,HDB,COMMON
1108,104,48fb60e7-3cbc-11ee-a382-1418c306ac06,HDB,SINGLE
1109,104,48fb60e8-3cbc-11ee-b32a-1418c306ac06,LANDED,WHOLE_UNIT
1110,104,48fb60e9-3cbc-11ee-a8e5-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1111,104,48fb60ea-3cbc-11ee-8c60-1418c306ac06,CONDOMINIUM,SINGLE
1112,104,48fb60eb-3cbc-11ee-9a15-1418c306ac06,CONDOMINIUM,MASTER
1113,104,48fb60ec-3cbc-11ee-9d2c-1418c306ac06,LANDED,WHOLE_UNIT
1114,104,48fb60ed-3cbc-11ee-90e1-1418c306ac06,HDB,COMMON
1115,104,48fb60ee-3cbc-11ee-bc38-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1116,105,48fb944c-3cbc-11ee-9e56-1418c306ac06,CONDOMINIUM,MASTER
1117,105,48fb944d-3cbc-11ee-8100-1418c306ac06,HDB,SINGLE
1118,105,48fb944e-3cbc-11ee-949e-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1119,105,48fb944f-3cbc-11ee-845d-1418c306ac06,CONDOMINIUM,COMMON
1120,105,48fb9450-3cbc-11ee-a963-1418c306ac06,CONDOMINIUM,MASTER
1121,105,48fb9451-3cbc-11ee-a9c8-1418c306ac06,CONDOMINIUM,MASTER
1122,105,48fb9452-3cbc-11ee-9d70-1418c306ac06,LANDED,WHOLE_UNIT
1123,105,48fb9453-3cbc-11ee-bfd5-1418c306ac06,LANDED,SINGLE
1124,106,48fbbb72-3cbc-11ee-8f1f-1418c306ac06,LANDED,MASTER
1125,106,48fbbb73-3cbc-11ee-9858-1418c306ac06,HDB,MASTER
1126,106,48fbbb74-3cbc-11ee-92ff-1418c306ac06,LANDED,COMMON
1127,106,48fbbb75-3cbc-11ee-b992-1418c306ac06,LANDED,SINGLE
1128,106,48fbbb76-3cbc-11ee-aa26-1418c306ac06,HDB,WHOLE_UNIT
1129,106,48fbbb77-3cbc-11ee-955e-1418c306ac06,CONDOMINIUM,SINGLE
1130,106,48fbbb78-3cbc-11ee-ae81-1418c306ac06,CONDOMINIUM,COMMON
1131,106,48fbbb79-3cbc-11ee-a21f-1418c306ac06,HDB,SINGLE
1132,106,48fbbb7a-3cbc-11ee-a18c-1418c306ac06,LANDED,MASTER
1133,106,48fbbb7b-3cbc-11ee-a7a4-1418c306ac06,HDB,MASTER
1134,106,48fbbb7c-3cbc-11ee-a6af-1418c306ac06,LANDED,SINGLE
1135,106,48fbbb7d-3cbc-11ee-90a9-1418c306ac06,HDB,SINGLE
1136,106,48fbd811-3cbc-11ee-acdb-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1137,106,48fbd812-3cbc-11ee-a4ee-1418c306ac06,HDB,SINGLE
1138,106,48fbd813-3cbc-11ee-a88b-1418c306ac06,LANDED,MASTER
1139,107,48fbd814-3cbc-11ee-8c8b-1418c306ac06,CONDOMINIUM,SINGLE
1140,107,48fbd815-3cbc-11ee-b378-1418c306ac06,CONDOMINIUM,COMMON
1141,107,48fbd816-3cbc-11ee-a403-1418c306ac06,HDB,WHOLE_UNIT
1142,107,48fbd817-3cbc-11ee-98d9-1418c306ac06,LANDED,COMMON
1143,107,48fbd818-3cbc-11ee-9336-1418c306ac06,CONDOMINIUM,COMMON
1144,107,48fbd819-3cbc-11ee-bd9b-1418c306ac06,LANDED,SINGLE
1145,107,48fbd81a-3cbc-11ee-9a3d-1418c306ac06,LANDED,COMMON
1146,108,48fc0357-3cbc-11ee-a3fa-1418c306ac06,CONDOMINIUM,COMMON
1147,109,48fc2a72-3cbc-11ee-83df-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1148,109,48fc2a73-3cbc-11ee-83e7-1418c306ac06,CONDOMINIUM,SINGLE
1149,109,48fc2a74-3cbc-11ee-aeb7-1418c306ac06,HDB,WHOLE_UNIT
1150,109,48fc2a75-3cbc-11ee-be8d-1418c306ac06,HDB,WHOLE_UNIT
1151,109,48fc2a76-3cbc-11ee-b8f8-1418c306ac06,LANDED,SINGLE
1152,109,48fc2a77-3cbc-11ee-aba5-1418c306ac06,LANDED,MASTER
1153,109,48fc2a78-3cbc-11ee-8500-1418c306ac06,HDB,COMMON
1154,110,48fc5193-3cbc-11ee-b7de-1418c306ac06,LANDED,COMMON
1155,110,48fc5194-3cbc-11ee-93e6-1418c306ac06,HDB,COMMON
1156,110,48fc5195-3cbc-11ee-9680-1418c306ac06,LANDED,WHOLE_UNIT
1157,110,48fc5196-3cbc-11ee-a6ae-1418c306ac06,HDB,SINGLE
1158,111,48fc78a3-3cbc-11ee-88d7-1418c306ac06,LANDED,WHOLE_UNIT
1159,111,48fc78a4-3cbc-11ee-980a-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1160,112,48fc78a5-3cbc-11ee-99ba-1418c306ac06,CONDOMINIUM,MASTER
1161,112,48fc9fc7-3cbc-11ee-ac9c-1418c306ac06,HDB,WHOLE_UNIT
1162,112,48fc9fc8-3cbc-11ee-a0e8-1418c306ac06,HDB,SINGLE
1163,112,48fc9fc9-3cbc-11ee-9914-1418c306ac06,HDB,MASTER
1164,112,48fc9fca-3cbc-11ee-8f9d-1418c306ac06,LANDED,SINGLE
1165,112,48fc9fcb-3cbc-11ee-ab20-1418c306ac06,CONDOMINIUM,COMMON
1166,112,48fc9fcc-3cbc-11ee-bde3-1418c306ac06,CONDOMINIUM,COMMON
1167,112,48fc9fcd-3cbc-11ee-8f6b-1418c306ac06,LANDED,WHOLE_UNIT
1168,112,48fc9fce-3cbc-11ee-b2ac-1418c306ac06,CONDOMINIUM,MASTER
1169,112,48fc9fcf-3cbc-11ee-8ee0-1418c306ac06,HDB,WHOLE_UNIT
1170,112,48fc9fd0-3cbc-11ee-a557-1418c306ac06,HDB,SINGLE
1171,112,48fc9fd1-3cbc-11ee-83ef-1418c306ac06,LANDED,MASTER
1172,112,48fc9fd2-3cbc-11ee-9dcf-1418c306ac06,HDB,WHOLE_UNIT
1173,112,48fc9fd3-3cbc-11ee-a20e-1418c306ac06,CONDOMINIUM,SINGLE
1174,112,48fc9fd4-3cbc-11ee-b3d9-1418c306ac06,CONDOMINIUM,MASTER
1175,112,48fc9fd5-3cbc-11ee-9799-1418c306ac06,CONDOMINIUM,MASTER
1176,112,48fc9fd6-3cbc-11ee-8710-1418c306ac06,HDB,SINGLE
1177,112,48fc9fd7-3cbc-11ee-b45f-1418c306ac06,LANDED,COMMON
1178,112,48fc9fd8-3cbc-11ee-96b7-1418c306ac06,HDB,COMMON
1179,112,48fc9fd9-3cbc-11ee-a8c0-1418c306ac06,HDB,MASTER
1180,113,48fcc6db-3cbc-11ee-affe-1418c306ac06,HDB,WHOLE_UNIT
1181,113,48fcc6dc-3cbc-11ee-8cfc-1418c306ac06,HDB,COMMON
1182,113,48fcc6dd-3cbc-11ee-90fc-1418c306ac06,HDB,COMMON
1183,113,48fcc6de-3cbc-11ee-a1c2-1418c306ac06,CONDOMINIUM,SINGLE
1184,113,48fcc6df-3cbc-11ee-8358-1418c306ac06,CONDOMINIUM,MASTER
1185,114,48fcc6e0-3cbc-11ee-bf1d-1418c306ac06,LANDED,WHOLE_UNIT
1186,114,48fcc6e1-3cbc-11ee-a47d-1418c306ac06,CONDOMINIUM,MASTER
1187,114,48fcc6e2-3cbc-11ee-9bba-1418c306ac06,HDB,MASTER
1188,114,48fcc6e3-3cbc-11ee-b465-1418c306ac06,LANDED,MASTER
1189,114,48fcc6e4-3cbc-11ee-81bf-1418c306ac06,CONDOMINIUM,SINGLE
1190,114,48fcc6e5-3cbc-11ee-a788-1418c306ac06,HDB,WHOLE_UNIT
1191,114,48fcc6e6-3cbc-11ee-91f4-1418c306ac06,LANDED,COMMON
1192,114,48fcc6e7-3cbc-11ee-9175-1418c306ac06,LANDED,MASTER
1193,114,48fcf184-3cbc-11ee-a46c-1418c306ac06,HDB,COMMON
1194,114,48fcf185-3cbc-11ee-a256-1418c306ac06,HDB,SINGLE
1195,114,48fcf186-3cbc-11ee-b0d0-1418c306ac06,LANDED,SINGLE
1196,114,48fcf187-3cbc-11ee-86e7-1418c306ac06,LANDED,SINGLE
1197,114,48fcf188-3cbc-11ee-bde4-1418c306ac06,HDB,WHOLE_UNIT
1198,114,48fcf189-3cbc-11ee-b645-1418c306ac06,CONDOMINIUM,SINGLE
1199,115,48fcf18a-3cbc-11ee-8543-1418c306ac06,CONDOMINIUM,MASTER
1200,115,48fcf18b-3cbc-11ee-af40-1418c306ac06,HDB,MASTER
1201,115,48fcf18c-3cbc-11ee-8337-1418c306ac06,HDB,WHOLE_UNIT
1202,115,48fcf18d-3cbc-11ee-8570-1418c306ac06,LANDED,MASTER
1203,116,48fd1934-3cbc-11ee-904b-1418c306ac06,HDB,MASTER
1204,116,48fd1935-3cbc-11ee-b37e-1418c306ac06,HDB,COMMON
1205,116,48fd1936-3cbc-11ee-a759-1418c306ac06,HDB,WHOLE_UNIT
1206,116,48fd1937-3cbc-11ee-9364-1418c306ac06,LANDED,MASTER
1207,116,48fd1938-3cbc-11ee-82d7-1418c306ac06,LANDED,MASTER
1208,116,48fd1939-3cbc-11ee-bb2f-1418c306ac06,LANDED,COMMON
1209,116,48fd193a-3cbc-11ee-811f-1418c306ac06,HDB,WHOLE_UNIT
1210,116,48fd193b-3cbc-11ee-abb1-1418c306ac06,LANDED,MASTER
1211,116,48fd4048-3cbc-11ee-af6e-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1212,117,48fd4049-3cbc-11ee-8fb1-1418c306ac06,HDB,WHOLE_UNIT
1213,117,48fd404a-3cbc-11ee-9423-1418c306ac06,CONDOMINIUM,SINGLE
1214,118,48fd7209-3cbc-11ee-b7cf-1418c306ac06,LANDED,MASTER
1215,118,48fd720a-3cbc-11ee-af86-1418c306ac06,HDB,WHOLE_UNIT
1216,118,48fd720b-3cbc-11ee-aabf-1418c306ac06,HDB,COMMON
1217,118,48fd720c-3cbc-11ee-b42e-1418c306ac06,HDB,SINGLE
1218,118,48fd720d-3cbc-11ee-8f4f-1418c306ac06,CONDOMINIUM,MASTER
1219,118,48fd720e-3cbc-11ee-91b4-1418c306ac06,HDB,WHOLE_UNIT
1220,118,48fd720f-3cbc-11ee-b4e1-1418c306ac06,HDB,SINGLE
1221,118,48fd7210-3cbc-11ee-9371-1418c306ac06,CONDOMINIUM,SINGLE
1222,118,48fd7211-3cbc-11ee-8db9-1418c306ac06,LANDED,SINGLE
1223,118,48fd7212-3cbc-11ee-8bbe-1418c306ac06,HDB,WHOLE_UNIT
1224,118,48fd7213-3cbc-11ee-b021-1418c306ac06,HDB,MASTER
1225,118,48fd7214-3cbc-11ee-967b-1418c306ac06,LANDED,WHOLE_UNIT
1226,118,48fd7215-3cbc-11ee-b489-1418c306ac06,LANDED,WHOLE_UNIT
1227,118,48fd7216-3cbc-11ee-9d7e-1418c306ac06,LANDED,MASTER
1228,118,48fd7217-3cbc-11ee-a235-1418c306ac06,CONDOMINIUM,MASTER
1229,119,48fd9934-3cbc-11ee-b712-1418c306ac06,HDB,SINGLE
1230,119,48fd9935-3cbc-11ee-83b9-1418c306ac06,LANDED,MASTER
1231,119,48fd9936-3cbc-11ee-a9d2-1418c306ac06,CONDOMINIUM,MASTER
1232,119,48fd9937-3cbc-11ee-aa42-1418c306ac06,CONDOMINIUM,COMMON
1233,119,48fd9938-3cbc-11ee-87d5-1418c306ac06,HDB,SINGLE
1234,120,48fd9939-3cbc-11ee-963b-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1235,120,48fd993a-3cbc-11ee-8f21-1418c306ac06,LANDED,COMMON
1236,120,48fd993b-3cbc-11ee-b52e-1418c306ac06,HDB,MASTER
1237,120,48fd993c-3cbc-11ee-9cf2-1418c306ac06,LANDED,MASTER
1238,120,48fd993d-3cbc-11ee-9ed4-1418c306ac06,HDB,SINGLE
1239,120,48fd993e-3cbc-11ee-b8bd-1418c306ac06,HDB,COMMON
1240,120,48fd993f-3cbc-11ee-a0c9-1418c306ac06,HDB,COMMON
1241,120,48fd9940-3cbc-11ee-b7d8-1418c306ac06,HDB,WHOLE_UNIT
1242,120,48fd9941-3cbc-11ee-b40f-1418c306ac06,HDB,MASTER
1243,120,48fdc04d-3cbc-11ee-8861-1418c306ac06,HDB,SINGLE
1244,120,48fdc04e-3cbc-11ee-ae0e-1418c306ac06,HDB,COMMON
1245,120,48fdc04f-3cbc-11ee-bc45-1418c306ac06,HDB,SINGLE
1246,120,48fdc050-3cbc-11ee-b0f2-1418c306ac06,HDB,WHOLE_UNIT
1247,120,48fdc051-3cbc-11ee-a770-1418c306ac06,CONDOMINIUM,COMMON
1248,120,48fdc052-3cbc-11ee-a3b4-1418c306ac06,HDB,WHOLE_UNIT
1249,120,48fdc053-3cbc-11ee-9a57-1418c306ac06,LANDED,SINGLE
1250,120,48fdc054-3cbc-11ee-a8ee-1418c306ac06,CONDOMINIUM,MASTER
1251,120,48fdc055-3cbc-11ee-b69e-1418c306ac06,HDB,COMMON
1252,120,48fdc056-3cbc-11ee-b225-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1253,121,48fdc057-3cbc-11ee-9504-1418c306ac06,LANDED,WHOLE_UNIT
1254,121,48fde764-3cbc-11ee-8c1c-1418c306ac06,HDB,MASTER
1255,121,48fde765-3cbc-11ee-8236-1418c306ac06,HDB,SINGLE
1256,121,48fde766-3cbc-11ee-a5c1-1418c306ac06,LANDED,SINGLE
1257,121,48fde767-3cbc-11ee-85db-1418c306ac06,CONDOMINIUM,MASTER
1258,121,48fde768-3cbc-11ee-aca7-1418c306ac06,LANDED,COMMON
1259,121,48fde769-3cbc-11ee-b349-1418c306ac06,LANDED,COMMON
1260,121,48fde76a-3cbc-11ee-ba92-1418c306ac06,LANDED,COMMON
1261,121,48fde76b-3cbc-11ee-88d6-1418c306ac06,LANDED,SINGLE
1262,121,48fde76c-3cbc-11ee-9af7-1418c306ac06,LANDED,WHOLE_UNIT
1263,121,48fde76d-3cbc-11ee-a4fb-1418c306ac06,HDB,COMMON
1264,121,48fde76e-3cbc-11ee-8764-1418c306ac06,CONDOMINIUM,MASTER
1265,121,48fde76f-3cbc-11ee-bef7-1418c306ac06,HDB,SINGLE
1266,121,48fde770-3cbc-11ee-9c12-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
1267,122,48fe0e7f-3cbc-11ee-9484-1418c306ac06,LANDED,WHOLE_UNIT
1268,122,48fe0e80-3cbc-11ee-ab45-1418c306ac06,HDB,SINGLE
1269,122,48fe0e81-3cbc-11ee-9e02-1418c306ac06,LANDED,MASTER
1270,122,48fe0e82-3cbc-11ee-bfa9-1418c306ac06,CONDOMINIUM,MASTER
1271,122,48fe0e83-3cbc-11ee-96a5-1418c306ac06,HDB,WHOLE_UNIT
1272,122,48fe0e84-3cbc-11ee-b27d-1418c306ac06,HDB,WHOLE_UNIT
1273,122,48fe0e85-3cbc-11ee-873f-1418c306ac06,HDB,MASTER
1274,122,48fe0e86-3cbc-11ee-8ed4-1418c306ac06,LANDED,COMMON
1275,122,48fe0e87-3cbc-11ee-8004-1418c306ac06,CONDOMINIUM,COMMON
1276,122,48fe0e88-3cbc-11ee-94fa-1418c306ac06,HDB,WHOLE_UNIT
1277,122,48fe0e89-3cbc-11ee-a5d8-1418c306ac06,LANDED,SINGLE
1278,122,48fe0e8a-3cbc-11ee-9001-1418c306ac06,CONDOMINIUM,MASTER
1279,122,48fe0e8b-3cbc-11ee-ba95-1418c306ac06,HDB,MASTER
1280,122,48fe0e8c-3cbc-11ee-8c62-1418c306ac06,HDB,WHOLE_UNIT
1281,122,48fe0e8d-3cbc-11ee-a4de-1418c306ac06,CONDOMINIUM,MASTER
1282,123,48fe0e8e-3cbc-11ee-94b4-1418c306ac06,LANDED,COMMON
1283,123,48fe0e8f-3cbc-11ee-8a7f-1418c306ac06,LANDED,MASTER
1284,123,48fe0e90-3cbc-11ee-ac3c-1418c306ac06,HDB,MASTER
1285,123,48fe0e91-3cbc-11ee-8db6-1418c306ac06,CONDOMINIUM,COMMON
